Time,Current SP,R1,R2,R3,R4,R5,R6
Tue Feb 20 17:53:14 2024,25.0,23.28662109375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:53:21 2024,25.0,23.312530517578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:53:28 2024,25.0,23.255889892578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:53:36 2024,25.0,23.221160888671875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:53:43 2024,25.0,23.284210205078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:53:50 2024,25.0,23.2275390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:53:58 2024,25.0,23.2275390625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:05 2024,25.0,23.2442626953125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:13 2024,25.0,23.239898681640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:20 2024,25.0,23.29058837890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:28 2024,25.0,23.19720458984375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:35 2024,25.0,23.35601806640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:43 2024,25.0,23.3907470703125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:50 2024,25.0,23.336090087890625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:54:57 2024,25.0,23.284210205078125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:04 2024,25.0,23.34088134765625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:12 2024,25.0,23.26068115234375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:19 2024,25.0,23.35601806640625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:27 2024,25.0,23.32330322265625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:34 2024,25.0,23.275421142578125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:42 2024,25.0,23.2115478515625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:49 2024,25.0,23.231109619140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:55:57 2024,25.0,23.22430419921875,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:56:04 2024,25.0,23.256622314453125,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:56:11 2024,25.0,23.158843994140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:56:19 2024,25.0,23.2203369140625,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Tue Feb 20 17:56:26 2024,25.0,23.202728271484375,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
