Reaction Name,inficon_gc,GC Run ID,GC Time Stamp,iC4H10,O2,N2,N2O,H2,Furnace Temp,Reactor Temp,Ramp Rate,Number of Samples,Delay Time,Injection Offset,gc_stream,Bulk SP
24-059,inficon_gc,be939487-bbe6-4be8-8101-e5d35ca7ad1c,1721170532,0,0,75.075,0,74.0925,53.03899002,-1,20,7,8,0,1,15
24-059,inficon_gc,ff4221cf-ad2e-4601-bfe6-4baf96c4c97c,1721171016,0,0,75.075,0,74.0925,214.2722473,-1,20,7,8,0,1,15
24-059,inficon_gc,0f15c82a-8c46-4e4d-81a7-28e5123eecee,1721171497,0,0,75.075,0,74.0925,374.6477661,-1,20,7,8,0,1,15
24-059,inficon_gc,cd07b00e-95d4-453f-9e41-0bb66041d7ee,1721171979,0,0,75.075,0,74.0925,535.4554443,-1,20,7,8,0,1,15
24-059,inficon_gc,74455285-fbc9-43a0-8022-ccd427c5b218,1721172460,0,0,75.075,0,74.0925,550,-1,20,7,8,0,1,15
24-059,inficon_gc,e8660e06-41e3-48d5-9352-470cefb6ddb0,1721172943,0,0,75.075,0,74.0925,550,-1,20,7,8,0,1,15
24-059,inficon_gc,f34d3426-e24f-4f12-a5e2-7378039e225d,1721173425,0,0,75.075,0,74.0925,550,-1,20,7,8,0,1,15
24-059,inficon_gc,23f61270-091b-4f99-afaa-f1d7c2ff1e7a,1721175720,0,0,119.119,0,0,550,1,0,9,0,0,1,15
24-059,inficon_gc,2736607a-b9c2-4d01-ad0d-52fd10c8266e,1721176060,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,dc46de0c-3849-4d33-af52-ab7d1868f4be,1721176394,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,8cb8220f-6d57-4369-830a-a2b451513b20,1721176729,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,68ab1cef-a816-4bd8-b6b9-36b6d87dfc13,1721177069,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,a429e09a-9b76-4830-8851-ab32fb9d94f6,1721177403,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,f627632f-d6ae-4ed0-9507-842e9573ba6e,1721177736,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,53021b34-84ba-4b37-80c9-c9d585e5e50f,1721178076,0,0,119.119,0,0,554.2178345,1,0,9,0,0,1,15
24-059,inficon_gc,9a4157ad-628c-4534-8208-6eb33eec55fc,1721178410,0,0,119.119,0,0,555.0418701,1,0,9,0,0,1,15
24-059,inficon_gc,00f6cd12-f956-4776-a57e-361a64b5b75f,1721178978,57.2025,0,75.075,0,0,555.0418701,-1,0,2,0,3,1,15
24-059,inficon_gc,07b36c81-a741-4489-a460-1a26f79eb9aa,1721179309,57.2025,0,75.075,0,0,555.0418701,-1,0,2,0,3,1,15
24-059,inficon_gc,ae234303-5062-47b8-8516-51900d26522a,1721179646,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,2,15
24-059,inficon_gc,d5fa9808-bf64-454c-8edd-bfa7f720136a,1721179984,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,3,15
24-059,inficon_gc,698bb44c-3dce-4136-972b-b78afe9c7138,1721180321,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,4,15
24-059,inficon_gc,f8735508-e13f-41ab-a3da-95d99d88a102,1721180659,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,5,15
24-059,inficon_gc,540839cd-77e2-4399-9167-b18f0e50aef2,1721180997,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,6,15
24-059,inficon_gc,224d9f66-540f-4d1a-9175-2ce9548c14ca,1721181334,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,1,15
24-059,inficon_gc,fdf8374c-69f5-4efe-98a6-45848c8e8441,1721181671,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,2,15
24-059,inficon_gc,762ef098-f839-4178-930e-41fe0e5ddaf4,1721182009,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,3,15
24-059,inficon_gc,de5ea855-0f0a-439e-bc0e-a3c23372ebd5,1721182346,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,4,15
24-059,inficon_gc,8cf09fe5-e3f9-4724-a9fa-45b2c15cfad3,1721182683,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,5,15
24-059,inficon_gc,98428410-d1ff-4bbf-9e94-affd5fc25c78,1721183022,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,6,15
24-059,inficon_gc,5e2d28ff-22b7-481f-a9c0-3eddfbafd291,1721183359,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,1,15
24-059,inficon_gc,2b5c05bb-a507-4b24-bf47-c8167fae7565,1721183695,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,2,15
24-059,inficon_gc,6ad3f5f1-296e-4b06-8eed-65fb67c00689,1721184034,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,3,15
24-059,inficon_gc,7f15e4a7-5384-4a49-8049-462623c6cb54,1721184371,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,4,15
24-059,inficon_gc,9353039b-6a30-4b07-ba87-1cf2e12472ff,1721184709,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,5,15
24-059,inficon_gc,eb3ff0cf-6731-44ff-a4eb-65c0985d3603,1721185046,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,6,15
24-059,inficon_gc,3670c769-ad97-440b-966d-2c1f54cc89a1,1721185383,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,1,15
24-059,inficon_gc,5fea13f6-33c3-4691-b855-c52fcd88a0f9,1721185721,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,2,15
24-059,inficon_gc,06df3917-d480-4dc2-9e0c-a943792c16df,1721186058,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,3,15
24-059,inficon_gc,f76ba89a-3a69-4ffe-a544-0814d81e5a7f,1721186396,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,4,15
24-059,inficon_gc,8314c6fb-13e7-4247-91cd-efabaa8389f7,1721186734,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,5,15
24-059,inficon_gc,a209ff32-2d26-42e4-91ba-3858c7ee2540,1721187071,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,6,15
24-059,inficon_gc,c3d7f9e9-e99f-4fd2-a210-ae715b29b989,1721187408,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,1,15
24-059,inficon_gc,85d58a34-6988-4171-8e30-e3aacbfb532a,1721187746,57.2025,0,75.075,0,0,555.0418701,-1,0,1,0,3,2,15
24-059,inficon_gc,33bb921c-913d-407c-8764-1da1c9072c70,1721188083,57.2025,0,75.075,0,0,555.0418701,-1,0,3,0,3,3,15
