Time,Reaction Name,iC4H10 SP,O2 SP,N2 SP,N2O SP,H2 SP,Furnace Temp SP,Reactor Temp SP,Ramp Rate SP,Number of Samples SP,Delay Time SP,Injection Offset SP,gc_stream SP,Bulk SP SP,iC4H10 PV,O2 PV,N2 PV,N2O PV,H2 PV,Furnace Temp PV,Reactor Temp PV,Ramp Rate PV,Number of Samples PV,Delay Time PV,Injection Offset PV,gc_stream PV,Bulk SP PV
Fri Feb  2 13:30:15 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,73.75875,49.725189208984375,21.811767578125,0.0,0,0,0,1,14.984833333333333
Fri Feb  2 13:30:22 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.09,0.0,74.02499999999999,49.731781005859375,21.798614501953125,0.0,0,0,0,1,14.984833333333333
Fri Feb  2 13:30:30 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0675,0.0,74.04375,49.7327880859375,21.842498779296875,0.0,0,0,0,1,14.984500000000002
Fri Feb  2 13:30:37 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0625,49.73944854736328,21.81414794921875,0.0,0,0,0,1,14.984500000000002
Fri Feb  2 13:30:45 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.08125,49.73743438720703,21.842132568359375,0.0,0,0,0,1,15.000833333333333
Fri Feb  2 13:30:52 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.07375,49.73918533325195,21.715545654296875,0.0,0,0,0,1,15.000833333333333
Fri Feb  2 13:30:59 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,49.74254608154297,21.77227783203125,0.0,0,0,0,1,15.000666666666666
Fri Feb  2 13:31:07 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.09625,49.739105224609375,21.774261474609375,0.0,0,0,0,1,15.000666666666666
Fri Feb  2 13:31:14 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08125,49.73788833618164,21.75506591796875,0.0,0,0,0,1,15.001
Fri Feb  2 13:31:22 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.07375,49.74238586425781,21.772613525390625,0.0,0,0,0,1,15.001
Fri Feb  2 13:31:29 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,49.730857849121094,21.8333740234375,0.0,0,0,0,1,15.000499999999997
Fri Feb  2 13:31:37 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07875,0.0,74.0775,49.73664855957031,21.748291015625,0.0,0,0,0,1,15.000499999999997
Fri Feb  2 13:31:44 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.0925,49.73696517944336,21.9683837890625,0.0,0,0,0,1,14.998333333333333
Fri Feb  2 13:31:52 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.09625,49.74473571777344,21.893768310546875,0.0,0,0,0,1,14.998333333333333
Fri Feb  2 13:31:59 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.07124999999999,0.0,74.0775,49.74476623535156,21.948486328125,0.0,0,0,0,1,14.999666666666668
Fri Feb  2 13:32:07 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.0825,0.0,74.08875,49.73775863647461,22.003509521484375,0.0,0,0,0,1,14.999666666666668
Fri Feb  2 13:32:14 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.09,0.0,74.08500000000001,49.738494873046875,22.027099609375,0.0,0,0,0,1,15.001166666666668
Fri Feb  2 13:32:22 2024,24-004-02 reduxn rxn bp,0.0,0,75.075,0,74.0925,25.0,-1.0,0.0,0,0,0,1,15,0.0,0.0,75.075,0.0,74.08875,49.74020004272461,22.031494140625,0.0,0,0,0,1,15.001166666666668
